id,common_name,observed_on,place_guess,latitude,longitude,quality_grade,annotation_summary,url,life_stage,alive_dead
124271143,Northern Diamondback Terrapin,2022-07-01 13:32:27-04:00,"New Jersey, US",39.6462463985,-74.3896661135,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124271143,Adult,Alive
124269893,Northern Diamondback Terrapin,2022-07-01 13:23:07-04:00,"New Jersey, US",39.6599725654,-74.3011373149,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124269893,Adult,Alive
124269133,Northern Diamondback Terrapin,2022-07-01 13:14:35-04:00,"New Jersey, US",39.6446830153,-74.3598839457,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124269133,,Alive
124267864,Northern Diamondback Terrapin,2022-07-01 13:05:17-04:00,"New Jersey, US",39.7129756478,-74.2908893953,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124267864,,Alive
124266479,Northern Diamondback Terrapin,2022-07-01 12:01:21-04:00,"New Jersey, US",39.5156023245,-74.3712446807,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124266479,Adult,Alive
124259316,Northern Diamondback Terrapin,2022-07-01 11:59:19-04:00,"New Jersey, US",39.3627602349,-74.4788918509,research,,https://www.inaturalist.org/observations/124259316,,
124258427,Northern Diamondback Terrapin,2022-07-01 11:55:26-04:00,"New Jersey, US",39.4052564573,-74.3528286613,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124258427,Adult,Alive
124258065,Northern Diamondback Terrapin,2022-07-01 11:51:30-04:00,"New Jersey, US",39.5396946247,-74.3726763809,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124258065,Adult,Alive
124257674,Northern Diamondback Terrapin,2022-07-01 11:48:21-04:00,"New Jersey, US",39.4809109315,-74.2239021604,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124257674,Adult,Alive
124257542,Northern Diamondback Terrapin,2022-07-01 11:43:37-04:00,"New Jersey, US",39.3851176662,-74.4183460258,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124257542,Adult,Alive
124257389,Northern Diamondback Terrapin,2022-07-01 11:40:10-04:00,"New Jersey, US",39.3926215305,-74.4700710377,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124257389,Adult,Alive
124255509,Northern Diamondback Terrapin,2022-07-01 11:19:22-04:00,"New Jersey, US",39.2739651678,-74.4128658424,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/124255509,,Alive
124255293,Northern Diamondback Terrapin,2022-07-01 11:25:34-04:00,"New Jersey, US",39.2670108188,-74.4784330452,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/124255293,,Alive
124253939,Northern Diamondback Terrapin,2022-07-01 11:16:55-04:00,"New Jersey, US",39.504090737,-74.3896689552,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/124253939,,Alive
124253676,Northern Diamondback Terrapin,2022-07-01 11:08:43-04:00,"New Jersey, US",39.2477486086,-74.4794383567,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124253676,Adult,Alive
124253213,Northern Diamondback Terrapin,2022-07-01 11:11:57-04:00,"New Jersey, US",39.4699414041,-74.2096274659,research,,https://www.inaturalist.org/observations/124253213,,
124252814,Northern Diamondback Terrapin,2022-07-01 11:08:46-04:00,"New Jersey, US",39.4073995652,-74.2942688147,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124252814,Adult,Alive
124251140,Northern Diamondback Terrapin,2022-07-01 10:51:37-04:00,"New Jersey, US",39.3111507079,-74.4630920804,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/124251140,,Alive
124250976,Northern Diamondback Terrapin,2022-07-01 10:52:11-04:00,"New Jersey, US",39.3088499038,-74.4952546276,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/124250976,,Dead
124250790,Northern Diamondback Terrapin,2022-07-01 10:46:28-04:00,"New Jersey, US",39.359303809,-74.5233031529,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/124250790,,Alive
124250455,Northern Diamondback Terrapin,2022-07-01 10:47:54-04:00,"New Jersey, US",39.520580902,-74.3074702585,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124250455,Adult,Alive
124250405,Northern Diamondback Terrapin,2022-07-01 10:47:06-04:00,"New Jersey, US",39.4055253612,-74.2017708145,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124250405,Adult,Alive
124250082,Northern Diamondback Terrapin,2022-07-01 10:45:12-04:00,"New Jersey, US",39.4807542643,-74.2655921767,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124250082,Adult,Alive
124250001,Northern Diamondback Terrapin,2022-07-01 10:44:49-04:00,"New Jersey, US",39.4211836895,-74.3002353878,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124250001,Adult,Alive
124249870,Northern Diamondback Terrapin,2022-07-01 10:43:33-04:00,"New Jersey, US",39.4452536413,-74.3324800382,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124249870,Adult,Alive
124249738,Northern Diamondback Terrapin,2022-07-01 10:38:14-04:00,"New Jersey, US",39.3277242726,-74.5395765199,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Dead",https://www.inaturalist.org/observations/124249738,Adult,Dead
124248628,Northern Diamondback Terrapin,2022-07-01 10:28:53-04:00,"New Jersey, US",39.342883819,-74.4896430668,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/124248628,Adult,Alive
124246959,Northern Diamondback Terrapin,2022-07-01 10:19:36-04:00,"New Jersey, US",39.3868295839,-74.5361650737,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124246959,Adult,Alive
124246086,Northern Diamondback Terrapin,2022-07-01 10:12:28-04:00,"New Jersey, US",39.3389744343,-74.4524082417,research,Alive or Dead: Dead,https://www.inaturalist.org/observations/124246086,,Dead
124175937,Northern Diamondback Terrapin,2022-06-30 19:17:00-04:00,"New Jersey, US",39.2406959503,-74.4396786961,research,,https://www.inaturalist.org/observations/124175937,,
124174220,Northern Diamondback Terrapin,2022-06-30 19:02:24-04:00,"New Jersey, US",39.2967670377,-74.5650603034,research,,https://www.inaturalist.org/observations/124174220,,
124173214,Northern Diamondback Terrapin,2022-06-30 18:54:09-04:00,"New Jersey, US",39.2355934091,-74.5450240642,research,,https://www.inaturalist.org/observations/124173214,,
124172344,Northern Diamondback Terrapin,2022-06-30 18:46:50-04:00,"New Jersey, US",39.3779981438,-74.4858952036,research,,https://www.inaturalist.org/observations/124172344,,
124170191,Northern Diamondback Terrapin,2022-06-30 18:31:43-04:00,"New Jersey, US",39.7766522059,-74.3193993262,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124170191,,Alive
124168873,Northern Diamondback Terrapin,2022-06-30 18:19:11-04:00,"New Jersey, US",39.639307973,-74.3514494696,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124168873,Adult,Alive
124165960,Northern Diamondback Terrapin,2022-06-30 17:55:58-04:00,"New Jersey, US",39.6771561118,-74.2596835717,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124165960,,Alive
124164824,Northern Diamondback Terrapin,2022-06-30 17:44:04-04:00,"New Jersey, US",39.6541321275,-74.3704069106,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/124164824,,Alive
124132986,Northern Diamondback Terrapin,2022-06-30 13:40:27-04:00,"Cape May County, US-NJ, US",39.1033168599,-74.6330120662,research,,https://www.inaturalist.org/observations/124132986,,
124110790,Northern Diamondback Terrapin,2022-06-30 10:44:58-04:00,"New Jersey, US",39.2127756004,-74.4294196823,research,,https://www.inaturalist.org/observations/124110790,,
124110609,Northern Diamondback Terrapin,2022-06-30 10:43:17-04:00,"New Jersey, US",39.2371026434,-74.5534797268,research,,https://www.inaturalist.org/observations/124110609,,
124110186,Northern Diamondback Terrapin,2022-06-30 10:38:51-04:00,"New Jersey, US",39.3158092288,-74.437789505,research,,https://www.inaturalist.org/observations/124110186,,
124108307,Northern Diamondback Terrapin,2022-06-30 10:23:48-04:00,"New Jersey, US",39.2215006599,-74.5024216271,research,,https://www.inaturalist.org/observations/124108307,,
124106911,Northern Diamondback Terrapin,2022-06-30 10:11:06-04:00,"New Jersey, US",39.3782571942,-74.4822778892,research,,https://www.inaturalist.org/observations/124106911,,
124105045,Northern Diamondback Terrapin,2022-06-30 09:56:18-04:00,"New Jersey, US",39.295343876,-74.5701419658,research,,https://www.inaturalist.org/observations/124105045,,
123977356,Northern Diamondback Terrapin,2022-06-29 11:30:47-04:00,"New Jersey, US",39.456329346,-74.3423811411,research,"Life Stage: Juvenile, Alive or Dead: Cannot Be Determined",https://www.inaturalist.org/observations/123977356,Juvenile,Cannot
123971745,Northern Diamondback Terrapin,2022-06-29 10:48:09-04:00,"New Jersey, US",39.2037739328,-74.6537579086,research,,https://www.inaturalist.org/observations/123971745,,
123970449,Northern Diamondback Terrapin,2022-06-29 10:38:17-04:00,"New Jersey, US",39.3460747605,-74.7963854387,research,,https://www.inaturalist.org/observations/123970449,,
123970061,Northern Diamondback Terrapin,2022-06-29 10:35:10-04:00,"New Jersey, US",39.3192795518,-74.7983902019,research,,https://www.inaturalist.org/observations/123970061,,
123970046,Northern Diamondback Terrapin,2022-06-29 10:34:24-04:00,"New Jersey, US",39.4396604107,-74.3830007601,research,"Life Stage: Juvenile, Alive or Dead: Alive",https://www.inaturalist.org/observations/123970046,Juvenile,Alive
123969609,Northern Diamondback Terrapin,2022-06-29 10:32:23-04:00,"New Jersey, US",39.3665765202,-74.6721886478,research,,https://www.inaturalist.org/observations/123969609,,
123951035,Northern Diamondback Terrapin,2022-06-29 07:12:58-04:00,"New Jersey, US",39.5912372388,-74.2705314218,research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/123951035,Adult,Dead
123920814,Northern Diamondback Terrapin,2022-06-22 15:02:00-04:00,"Cape May County, US-NJ, US",39.0270786061,-74.677004125,research,"Sex: Cannot Be Determined, Alive or Dead: Alive",https://www.inaturalist.org/observations/123920814,,Alive
123897008,Northern Diamondback Terrapin,2022-06-28 10:00:32-04:00,"New Jersey, US",39.4087362732,-74.3035093058,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Dead",https://www.inaturalist.org/observations/123897008,Adult,Dead
123896416,Northern Diamondback Terrapin,2022-06-28 09:55:24-04:00,"New Jersey, US",39.4848049111,-74.3798616734,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123896416,Adult,Alive
123895204,Northern Diamondback Terrapin,2022-06-28 11:52:03-04:00,"New Jersey, US",39.4586882712,-74.3075242439,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123895204,Adult,Alive
123895088,Northern Diamondback Terrapin,2022-06-28 10:03:54-04:00,"New Jersey, US",39.5984079215,-74.2590961948,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123895088,Adult,Alive
123894817,Northern Diamondback Terrapin,2022-06-28 10:00:10-04:00,"New Jersey, US",39.4487983112,-74.3107252482,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123894817,Adult,Alive
123894720,Northern Diamondback Terrapin,2022-06-28 10:13:37-04:00,"New Jersey, US",39.4964076946,-74.2247403502,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123894720,Adult,Alive
123894447,Northern Diamondback Terrapin,2022-06-28 10:34:45-04:00,"New Jersey, US",39.4682741698,-74.3299086381,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123894447,Adult,Alive
123894050,Northern Diamondback Terrapin,2022-06-28 09:45:37-04:00,"New Jersey, US",39.5595257583,-74.3929022803,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123894050,Adult,Alive
123880101,Northern Diamondback Terrapin,2022-06-28 16:33:12-04:00,"New Jersey, US",39.2889437904,-74.5065739258,research,,https://www.inaturalist.org/observations/123880101,,
123879173,Northern Diamondback Terrapin,2022-06-28 16:26:25-04:00,"New Jersey, US",39.2461002488,-74.4709772714,research,,https://www.inaturalist.org/observations/123879173,,
123873919,Northern Diamondback Terrapin,2022-06-28 15:42:23-04:00,"Ocean County, US-NJ, US",39.618875031,-74.2865790954,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123873919,,Alive
123872978,Northern Diamondback Terrapin,2022-06-28 15:33:59-04:00,"New Jersey, US",39.7924273819,-74.2504778626,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123872978,,Alive
123872581,Northern Diamondback Terrapin,2022-06-28 15:30:18-04:00,"New Jersey, US",39.7027484076,-74.2762986584,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/123872581,,Alive
123871815,Northern Diamondback Terrapin,2022-06-28 15:24:19-04:00,"New Jersey, US",39.6608172565,-74.3668570063,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123871815,,Alive
123870780,Northern Diamondback Terrapin,2022-06-28 15:17:30-04:00,"New Jersey, US",39.6149303828,-74.2177840167,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123870780,,Alive
123870698,Northern Diamondback Terrapin,2022-06-28 15:15:54-04:00,"New Jersey, US",39.6727849949,-74.2320994938,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/123870698,,Alive
123868277,Northern Diamondback Terrapin,2022-06-28 14:53:57-04:00,"New Jersey, US",39.6762626577,-74.2753347737,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123868277,,Alive
123868168,Northern Diamondback Terrapin,2022-06-28 14:52:15-04:00,"New Jersey, US",39.7593483225,-74.273682986,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123868168,,Alive
123867478,Northern Diamondback Terrapin,2022-06-28 14:47:58-04:00,"New Jersey, US",39.4512043002,-74.3208862099,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123867478,Adult,Alive
123866852,Northern Diamondback Terrapin,2022-06-28 12:43:17-04:00,"New Jersey, US",39.4357297099,-74.2094102667,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123866852,Adult,Alive
123866667,Northern Diamondback Terrapin,2022-06-28 12:30:21-04:00,"New Jersey, US",39.4073281926,-74.2346207933,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123866667,Adult,Alive
123866277,Northern Diamondback Terrapin,2022-06-28 11:58:13-04:00,"New Jersey, US",39.4430014952,-74.335852554,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123866277,Adult,Alive
123866251,Northern Diamondback Terrapin,2022-06-28 14:37:44-04:00,"New Jersey, US",39.6491441274,-74.3514675166,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123866251,,Alive
123866078,Northern Diamondback Terrapin,2022-06-28 11:52:21-04:00,"New Jersey, US",39.5765152586,-74.2519533048,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123866078,Adult,Alive
123865880,Northern Diamondback Terrapin,2022-06-28 11:50:08-04:00,"New Jersey, US",39.4402959902,-74.3416648554,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123865880,Adult,Alive
123865677,Northern Diamondback Terrapin,2022-06-28 11:44:57-04:00,"New Jersey, US",39.4829430642,-74.3291908434,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123865677,Adult,Alive
123865627,Northern Diamondback Terrapin,2022-06-28 14:31:53-04:00,"New Jersey, US",39.7275107183,-74.3434800347,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/123865627,,Alive
123864792,Northern Diamondback Terrapin,2022-06-28 14:24:59-04:00,"New Jersey, US",39.7044537565,-74.2486432841,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/123864792,,Alive
123864374,Northern Diamondback Terrapin,2022-06-28 14:21:19-04:00,"New Jersey, US",39.6367008205,-74.2731445349,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123864374,,Alive
123863751,Northern Diamondback Terrapin,2022-06-28 14:14:31-04:00,"New Jersey, US",39.6149626862,-74.3289184513,research,"Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123863751,,Alive
123863192,Northern Diamondback Terrapin,2022-06-28 14:10:21-04:00,"New Jersey, US",39.6551557797,-74.2482684056,research,"Life Stage: Adult, Sex: Female, Alive or Dead: Alive",https://www.inaturalist.org/observations/123863192,Adult,Alive
123862709,Northern Diamondback Terrapin,2022-06-28 14:08:51-04:00,"New Jersey, US",39.3532487787,-75.1209542083,research,Alive or Dead: Alive,https://www.inaturalist.org/observations/123862709,,Alive
123854422,Northern Diamondback Terrapin,2022-06-28 07:10:49-04:00,"New Jersey, US",39.4412643976,-74.41846146,research,,https://www.inaturalist.org/observations/123854422,,
123847825,Northern Diamondback Terrapin,2022-06-28 12:12:49-04:00,"Cape May County, US-NJ, US",39.1661013374,-74.9016237735,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123847825,Adult,Alive
123843430,Northern Diamondback Terrapin,2022-06-28 11:40:44-04:00,"New Jersey, US",39.433147484,-74.3552215809,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123843430,Adult,Alive
123843159,Northern Diamondback Terrapin,2022-06-28 11:35:26-04:00,"New Jersey, US",39.4300766874,-74.2851396074,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123843159,Adult,Alive
123842740,Northern Diamondback Terrapin,2022-06-28 11:35:14-04:00,"New Jersey, US",39.4259192561,-74.2510667976,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123842740,Adult,Alive
123842415,Northern Diamondback Terrapin,2022-06-28 11:32:49-04:00,"New Jersey, US",39.432661848,-74.27718213,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123842415,Adult,Alive
123842343,Northern Diamondback Terrapin,2022-06-28 11:32:27-04:00,"New Jersey, US",39.458414564,-74.2356039843,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123842343,Adult,Alive
123842317,Northern Diamondback Terrapin,2022-06-28 11:32:14-04:00,"New Jersey, US",39.5130364277,-74.3297472144,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123842317,Adult,Alive
123842234,Northern Diamondback Terrapin,2022-06-28 11:31:35-04:00,"New Jersey, US",39.498540507,-74.2680623008,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123842234,Adult,Alive
123842089,Northern Diamondback Terrapin,2022-06-28 11:30:33-04:00,"New Jersey, US",39.5747053748,-74.367818371,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123842089,Adult,Alive
123841727,Northern Diamondback Terrapin,2022-06-28 11:27:09-04:00,"New Jersey, US",39.497123528,-74.2148589466,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123841727,Adult,Alive
123841668,Northern Diamondback Terrapin,2022-06-28 11:26:46-04:00,"New Jersey, US",39.5867528338,-74.2564735427,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123841668,Adult,Alive
123841276,Northern Diamondback Terrapin,2022-06-28 11:22:42-04:00,"New Jersey, US",39.5345156435,-74.2515207647,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123841276,Adult,Alive
123840707,Northern Diamondback Terrapin,2022-06-28 11:18:24-04:00,"New Jersey, US",39.4153069387,-74.3616146826,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123840707,Adult,Alive
123840400,Northern Diamondback Terrapin,2022-06-28 11:16:28-04:00,"New Jersey, US",39.5123075474,-74.3883797884,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123840400,Adult,Alive
123839235,Northern Diamondback Terrapin,2022-06-28 11:07:43-04:00,"New Jersey, US",39.5266910833,-74.3982238978,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123839235,Adult,Alive
123839041,Northern Diamondback Terrapin,2022-06-28 11:07:16-04:00,"New Jersey, US",39.4220702303,-74.2478246993,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123839041,Adult,Alive
123838989,Northern Diamondback Terrapin,2022-06-28 11:06:58-04:00,"New Jersey, US",39.5859426755,-74.3902084282,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123838989,Adult,Alive
123838847,Northern Diamondback Terrapin,2022-06-28 11:05:58-04:00,"New Jersey, US",39.5461414111,-74.2150593609,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123838847,Adult,Alive
123838719,Northern Diamondback Terrapin,2022-06-28 11:04:44-04:00,"New Jersey, US",39.4309116554,-74.3223318397,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123838719,Adult,Alive
123838445,Northern Diamondback Terrapin,2022-06-28 11:03:58-04:00,"New Jersey, US",39.4206237749,-74.2320086806,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123838445,Adult,Alive
123837933,Northern Diamondback Terrapin,2022-06-28 11:00:41-04:00,"New Jersey, US",39.4276068096,-74.288579983,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123837933,Adult,Alive
123837620,Northern Diamondback Terrapin,2022-06-28 10:58:19-04:00,"New Jersey, US",39.4856312886,-74.2372596701,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123837620,Adult,Alive
123837510,Northern Diamondback Terrapin,2022-06-28 10:56:47-04:00,"New Jersey, US",39.5302164295,-74.2681029051,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123837510,Adult,Alive
123837320,Northern Diamondback Terrapin,2022-06-28 10:54:55-04:00,"New Jersey, US",39.4603584066,-74.2536022657,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123837320,Adult,Alive
123837104,Northern Diamondback Terrapin,2022-06-28 10:54:15-04:00,"New Jersey, US",39.5421880433,-74.2128950095,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123837104,Adult,Alive
123837039,Northern Diamondback Terrapin,2022-06-28 10:53:24-04:00,"New Jersey, US",39.4637068398,-74.2051689023,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123837039,Adult,Alive
123836899,Northern Diamondback Terrapin,2022-06-28 10:52:27-04:00,"New Jersey, US",39.4538619451,-74.3243196008,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123836899,Adult,Alive
123836817,Northern Diamondback Terrapin,2022-06-28 10:51:26-04:00,"New Jersey, US",39.585514938,-74.2411025494,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123836817,Adult,Alive
123836381,Northern Diamondback Terrapin,2022-06-28 10:48:10-04:00,"New Jersey, US",39.4093115418,-74.2482984865,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123836381,Adult,Alive
123836239,Northern Diamondback Terrapin,2022-06-28 10:46:56-04:00,"New Jersey, US",39.4873390061,-74.2426349639,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123836239,Adult,Alive
123835807,Northern Diamondback Terrapin,2022-06-28 10:45:04-04:00,"New Jersey, US",39.5850078637,-74.2392112746,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123835807,Adult,Alive
123834828,Northern Diamondback Terrapin,2022-06-28 10:37:32-04:00,"New Jersey, US",39.5893742534,-74.391446523,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123834828,Adult,Alive
123834738,Northern Diamondback Terrapin,2022-06-28 10:36:42-04:00,"New Jersey, US",39.5384066404,-74.3001533084,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123834738,Adult,Alive
123834486,Northern Diamondback Terrapin,2022-06-28 10:35:01-04:00,"New Jersey, US",39.5902046239,-74.2166900266,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123834486,Adult,Alive
123834441,Northern Diamondback Terrapin,2022-06-28 10:34:30-04:00,"New Jersey, US",39.512938529,-74.2166305384,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123834441,Adult,Alive
123834375,Northern Diamondback Terrapin,2022-06-28 10:33:38-04:00,"New Jersey, US",39.4626880269,-74.3739487914,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123834375,Adult,Alive
123834261,Northern Diamondback Terrapin,2022-06-28 10:32:52-04:00,"New Jersey, US",39.5844179727,-74.2201851994,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123834261,Adult,Alive
123834165,Northern Diamondback Terrapin,2022-06-28 10:32:04-04:00,"New Jersey, US",39.5157810132,-74.321387932,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123834165,Adult,Alive
123833744,Northern Diamondback Terrapin,2022-06-28 10:27:50-04:00,"New Jersey, US",39.5322833387,-74.337834262,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123833744,Adult,Alive
123833577,Northern Diamondback Terrapin,2022-06-28 10:26:35-04:00,"New Jersey, US",39.4920008618,-74.2270053651,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123833577,Adult,Alive
123833384,Northern Diamondback Terrapin,2022-06-28 10:25:02-04:00,"New Jersey, US",39.5105606564,-74.3432764197,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123833384,Adult,Alive
123833194,Northern Diamondback Terrapin,2022-06-28 10:23:22-04:00,"New Jersey, US",39.4175142965,-74.3841567157,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123833194,Adult,Alive
123832836,Northern Diamondback Terrapin,2022-06-28 10:19:38-04:00,"New Jersey, US",39.5195960612,-74.3557723647,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123832836,Adult,Alive
123830825,Northern Diamondback Terrapin,2022-06-28 10:05:03-04:00,"New Jersey, US",39.3668216564,-74.5028784838,research,,https://www.inaturalist.org/observations/123830825,,
123830690,Northern Diamondback Terrapin,2022-06-28 10:03:37-04:00,"New Jersey, US",39.2894223622,-74.5612541179,research,,https://www.inaturalist.org/observations/123830690,,
123830539,Northern Diamondback Terrapin,2022-06-28 10:02:00-04:00,"New Jersey, US",39.3387321869,-74.5774809572,research,,https://www.inaturalist.org/observations/123830539,,
123829346,Northern Diamondback Terrapin,2022-06-28 09:52:24-04:00,"New Jersey, US",39.5173163172,-74.2489579938,research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/123829346,Adult,Alive
